"sguid","TableCat","orig","region","hincomex2","agex2","statex","state2","rake_wt"
"51e7859961886e200a5b934fcba96faa",2,1,6,2,2,"WE","CA",1.49790813431588
"51e881d986861c6fd79846c1bc5771b4",2,1,1,2,3,"GL","OH",0.618502303282024
"51ecc186a8d48246c9a4e6dbfaa90140",2,1,2,3,3,"NE","NY",0.435489141540251
"51f66e3e9b668efe9961871e02477aa4",2,1,2,3,3,"NE","MA",0.435489141540251
"5204c85d4d228f45fc38aef28f250cba",2,1,1,2,2,"GL","OH",1.80937664626397
"5205bca706344b1e40d2ad74c133c15a",2,1,2,3,3,"NE","NY",0.435489141540251
"5207439cea859da42e44e12801bc63b6",2,1,6,3,3,"WE","AZ",0.45882053219425
"520799f4c88d63ab1152ba6f54b6100b",2,1,2,1,3,"NE","MD",0.215050958263518
"5209bd5d08d8ceec541f5e3394435625",2,1,6,3,3,"WE","AZ",0.45882053219425
"5211dca3f543b232be5494dc08dfb730",2,1,4,1,3,"SC","TX",0.448584756760722
"521848f3548628c055935395961bfa29",2,1,2,3,3,"NE","NH",0.435489141540251
"522540f8edfa653be9542a078d93f972",2,1,5,3,3,"SE","NC",0.644845223231252
"5227b5f691d6afc47579957a6351fe41",2,1,2,2,2,"NE","PA",1.42173830887587
"522e54327dda2717015c2b3d7d713f7d",2,1,1,3,3,"GL","IN",0.554225680974649
"522ec96e62b18759890d873a14d88fb6",2,1,2,3,3,"NE","RI",0.435489141540251
"52325a34c4d1e410c3144ecbb53ff58d",2,1,1,2,3,"GL","IL",0.618502303282024
"52395be17a2629f4f72eaaf98c1f1007",2,1,3,1,3,"NP","KS",0.205776304967735
"5239977e8c6b94bfbd8f1c2200863eb8",2,1,2,2,3,"NE","PA",0.485995229638732
"52466ecea0a83c3629057e3d1a17dd50",2,1,6,2,2,"WE","CA",1.49790813431588
"524ce5b2dfdee31f3e34cf1e087b4ae7",2,1,4,3,3,"SC","AR",0.908406975756823
"524d8642aa3f94b516de0af4dfa90de3",2,1,3,2,3,"NP","UT",0.465035372985684
"52588b2cbe2be446cf2cfbe0bfb53a7a",2,1,2,3,3,"NE","NJ",0.435489141540251
"52638a2cefed89ba5519a2c5d5137438",2,1,5,2,3,"SE","FL",0.719631495833164
"5266f4cde5ad6d71e1ed4563de6d9bc1",2,1,1,2,3,"GL","MI",0.618502303282024
"526933d9b86c94912bd4fc6dd9af0e94",2,1,1,3,2,"GL","OH",1.62134077527925
"526dc302313528dbfb2c210cdd7f42dd",2,1,1,1,3,"GL","WI",0.273684811902096
"52802b5aaaa885ba66c0e967c7c5c46b",2,1,5,2,2,"SE","KY",2.10522162256656
"5280ece10cf91a868bf42afef5446234",2,1,2,3,3,"NE","CT",0.435489141540251
"528c5a90c7e0d7e65c692c9340536473",2,1,1,3,3,"GL","IN",0.554225680974649
"529f44301c77c1b098642253692cd399",2,1,3,3,3,"NP","CO",0.416707496322401
"529f55fe2f43811b84319e8320c44242",2,1,2,3,3,"NE","PA",0.435489141540251
"52a8d3a77851748bd48442acab847c61",2,1,4,2,3,"SC","MO",1.01375996477643
"52af69462b5595ea6684b1082b490ced",2,1,6,2,3,"","",0.512032490909075
"52b1b500de85286ea1b5be475f5d091e",2,1,2,2,3,"NE","NY",0.485995229638732
"52b1e031471600f30157fe37c062acaa",2,1,2,1,3,"NE","PA",0.215050958263518
"52b5c9d81dfd0a6228011ff6e366d072",2,1,2,1,3,"NE","ME",0.215050958263518
"52cd98b2194da647d58011bdedbbc6c2",2,1,4,3,3,"SC","AR",0.908406975756823
"52ce014c00053b16b5483c710e0ce673",2,1,5,3,3,"SE","MS",0.644845223231252
"52d10bc2c41e2c146dd8837bb2a1d9ba",2,1,2,3,3,"NE","NY",0.435489141540251
"52e91ca6014497220713f5b172ad6071",2,1,5,3,2,"SE","AL",1.88644065054918
"52e9cc1a16db4571f32f7d11ab0a0ac5",2,1,4,2,3,"SC","NM",1.01375996477643
"52fd1bb6bafa597a159efaf2af6751e0",2,1,5,1,3,"SE","NC",0.318434077821239
"52ff060daebbead840094ff86221898b",2,1,4,2,3,"SC","TX",1.01375996477643
"53143b7311a5192921a06e861a1322ae",2,1,2,1,2,"NE","CT",0.629113553132999
"5315b559f9a3c84e67939d04acfed465",2,1,6,3,3,"WE","AZ",0.45882053219425
"531f9e06325d08a5c2cd6b9e11c717ac",2,1,2,2,3,"NE","PA",0.485995229638732
"53247b9c9e2a98535f992f7592f83dca",2,1,6,1,3,"WE","OR",0.226572342930004
"5329f1409ba697457cb987f31c37d3a3",2,1,5,3,2,"SE","FL",1.88644065054918
"532d490e2769af81b1fc024e543a6579",2,1,1,2,3,"GL","IN",0.618502303282024
"533784b162de3f0c6b75ecdc3623fe14",2,1,1,1,3,"GL","MI",0.273684811902096
"533a65137f77202e496a3eb3440ccfaf",2,1,1,2,3,"GL","MI",0.618502303282024
"53421671122838db0092cdae54ba7e32",2,1,3,3,3,"NP","CO",0.416707496322401
"534a41f2a7011437885d8874901a6148",2,1,4,2,3,"SC","NM",1.01375996477643
"536b9340226f7d2529edd7cc3974d193",2,1,5,3,3,"SE","TN",0.644845223231252
"5371251d92a2fa984de421f1b511ecc9",2,1,6,2,3,"WE","WA",0.512032490909075
"537e1c5d9a5543ccff29b42559279d47",2,1,6,3,3,"WE","CA",0.45882053219425
"53808104e24ba8cd89b0cd4d7ea22903",2,1,6,3,3,"WE","WA",0.45882053219425
"5381cbacd11d053624a50849c0e98259",2,1,2,3,3,"NE","NJ",0.435489141540251
"53840416a6dce7a924de9a798798e4d2",2,1,2,2,3,"NE","MA",0.485995229638732
"5396a21b606f8fdd9083037e95cc4138",2,1,2,1,3,"NE","NY",0.215050958263518
"5398ba0b9a3e71457c9358666c698738",2,1,3,2,3,"NP","KS",0.465035372985684
"539ef252490d9a2b69b6dc6ccf3229bf",2,1,5,3,3,"SE","TN",0.644845223231252
"539f3011c521f36b7c45802d669b9fb8",2,1,2,2,3,"NE","CT",0.485995229638732
"53b54be9eed7823def85745bf657dd06",2,1,5,3,2,"SE","SC",1.88644065054918
"53b8deed86a8bf0e3b84a18c5b9f7b5b",2,1,3,2,2,"NP","MN",1.3604220050629
"53bce615e7ee99239fbe82bb9abd431f",2,1,2,3,3,"NE","NY",0.435489141540251
"53bd1e89e262f61f2467b970d8fba370",2,1,3,3,3,"NP","MN",0.416707496322401
"53bdd7520a2ba8443334d8f5be2496d0",2,1,6,2,3,"WE","ID",0.512032490909075
"53c094c9856286b7541b5f41c292bff6",2,1,3,2,3,"NP","CO",0.465035372985684
"53cc93d86673c63276592fb72273adc2",2,1,6,2,3,"WE","NV",0.512032490909075
"53f9fd4acc61a0f5eae26d4730823c14",2,1,5,1,3,"SE","FL",0.318434077821239
"53fafd36a1c947818e386f348c864f6c",2,1,1,2,3,"GL","OH",0.618502303282024
"53fb7f8c5cd996a1007f56359a5a3561",2,1,5,2,3,"SE","TN",0.719631495833164
"53feec34b10b5e7459ca1de3054a0774",2,1,2,2,3,"NE","NJ",0.485995229638732
"54045dc62d15511911bfaad055a41a2b",2,1,6,2,3,"WE","NV",0.512032490909075
"5405fd07bc92eb45d155004d9a135d25",2,1,1,3,3,"GL","IN",0.554225680974649
"5408a76e7d20e9fa1d882e615eecf47b",2,1,4,3,3,"SC","TX",0.908406975756823
"54092854b7a4b8b838395084146b0b2b",2,1,5,2,3,"SE","FL",0.719631495833164
"540964eea01d34aa19280cf959b2988d",2,1,1,3,3,"GL","IL",0.554225680974649
"542848aad8dcbeaa547addabe3fd1c05",2,1,2,3,3,"NE","NJ",0.435489141540251
"542b576ae1721db1df94390f017fade8",2,1,5,3,3,"SE","GA",0.644845223231252
"542e24c84a8c0163443f858579f29e7c",2,1,2,3,3,"NE","NJ",0.435489141540251
"542e663b98d5fdfe9d34b60fb9e3734a",2,1,1,3,3,"GL","WI",0.554225680974649
"54307ae7830a93c773d15297eaf882ce",2,1,1,3,3,"GL","WI",0.554225680974649
"543b052d8237cc9323a23f1f9af7266e",2,1,5,3,2,"SE","AL",1.88644065054918
"54439794d518927dec9f315056d322de",2,1,5,2,3,"SE","MS",0.719631495833164
"5444fec25ebc19b8dc901430d6a549e8",2,1,2,2,3,"NE","PA",0.485995229638732
"54469c798b4f104a7df183114207524c",2,1,5,3,3,"SE","FL",0.644845223231252
"54495caa8f8843edc794ccfb9f586018",2,1,5,1,3,"SE","FL",0.318434077821239
"544a1205f09f19dbb2b4aace46032de8",2,1,6,1,3,"WE","ID",0.226572342930004
"54529d21376ec50f3d0fe59c58543271",2,1,3,3,3,"NP","SD",0.416707496322401
"545ce9068596288bc3114e1f634b9c70",2,1,1,3,2,"GL","IN",1.62134077527925
"5463c6b94154d46f6bcc4dd3d4faa24a",2,1,3,2,2,"NP","CO",1.3604220050629
"5468b6226e79340a40adb59d50d5ee62",2,1,1,3,2,"GL","IN",1.62134077527925
"546c752a1cd0f681c82fc0ac97c25a83",2,1,2,3,2,"NE","VA",1.27398698149258
"547cd2443acd54cf9607b270fabd6412",2,1,2,3,2,"NE","CT",1.27398698149258
"548b8c5534ca219c69b9ba77f2117a24",2,1,1,2,3,"GL","WI",0.618502303282024
"54944a61788029042ac9fe1ac4c12383",2,1,5,1,2,"SE","SC",0.931552203972366
"54a16c2ce5c96644fb5db1a23cdf51f3",2,1,2,1,3,"NE","MD",0.215050958263518
"54a16faba9b53f035ddee90e82e46374",2,1,4,3,3,"SC","TX",0.908406975756823
"54a3e823969676c6c03054700c2ea67f",2,1,3,2,3,"NP","MT",0.465035372985684
"54a5d8fdc485eb9eb101f3f23c02810f",2,1,6,2,3,"WE","WA",0.512032490909075
"54ad76f296089599d296b655f53a783c",2,1,5,3,2,"SE","GA",1.88644065054918
"54bf8643407eb9f8ca11d05ff60c0eac",2,1,6,3,3,"WE","CA",0.45882053219425
"54c120c7d7616ca96a42c207bf653cc7",2,1,4,2,2,"SC","AR",2.96566980502815
"54c9898db479fb1f90082292c74f2058",2,1,2,1,3,"NE","NY",0.215050958263518
"54c9cad61d0b113b0ef048dec59c0f98",2,1,5,2,1,"SE","FL",9.20828640931787
"54ccc090e28f7ee9d98442aff6e1b2cf",2,1,5,3,3,"SE","GA",0.644845223231252
"54cff6cfe80fae793c669d0c5dbb178b",2,1,3,3,2,"NP","ND",1.21904285265868
"54d958ca9ece0791b00fe00aba71c4b6",2,1,4,3,3,"SC","OK",0.908406975756823
"54db86c842dcacffcb3f874f833add05",2,1,6,3,3,"WE","OR",0.45882053219425
"54e38468c21a1476dad981f794abc80a",2,1,5,2,3,"SE","NC",0.719631495833164
"54e99b5b3632537075c07cfb20127918",2,1,4,2,3,"SC","OK",1.01375996477643
"54f53dbef21b4986055c6ac10abf06e6",2,1,3,2,2,"NP","NE",1.3604220050629
"54f92862f53ee3005db78c517dcab2d5",2,1,5,2,3,"SE","SC",0.719631495833164
"54fb1cb82a1e820d2dcd86d11822800b",2,1,3,1,3,"NP","SD",0.205776304967735
"550e285a9b1151c41d7f763d3c86289b",2,1,3,2,3,"NP","SD",0.465035372985684
"5514f9849b5535f4f3bf64c7ee86a41c",2,1,5,3,1,"SE","GA",8.25133354998474
"55226766371abe7e7592b10dd41995c7",2,1,5,2,3,"SE","NC",0.719631495833164
"5527974d97805a6709d758d251cf62ca",2,1,1,3,2,"GL","WI",1.62134077527925
"55298bcc525a4cecddfa294785dcdc9b",2,1,5,2,3,"SE","FL",0.719631495833164
"552f8bb7429b4aca3bb4eaa7a4b7a70e",2,1,3,2,3,"NP","NE",0.465035372985684
"55331ba1ce1c8a71abb570b4e6525191",2,1,1,3,3,"GL","MI",0.554225680974649
"553cd35be18f6768f88a0efca6c4fd24",2,1,1,3,3,"GL","OH",0.554225680974649
"554fb72a55451315a6243c387c712a91",2,1,5,1,1,"SE","NC",4.07463015174197
"5559e9a6a9cef381a0e77423364862b7",2,1,1,3,3,"GL","MI",0.554225680974649
"556ce48e37aae97f8765bb3a6224a969",2,1,1,1,3,"GL","OH",0.273684811902096
"557686c50254000e2f9e495634d3983c",2,1,4,2,3,"SC","MO",1.01375996477643
"558fabb7847eb7f4a1f869161920c98e",2,1,2,3,3,"NE","NJ",0.435489141540251
"5599ce9357a31290f9d8b1b5374f5da2",2,1,1,3,3,"GL","MI",0.554225680974649
"559cdc7fb49e705dc460d6b8f0f6ab18",2,1,2,1,2,"NE","PA",0.629113553132999
"55a08db5ed0fd537003a04a70e380a2b",2,1,5,2,3,"SE","NC",0.719631495833164
"55a45a40223c9ee9fdc874902940f046",2,1,1,3,2,"GL","WI",1.62134077527925
"55afab6e3d72c68dc5c6c5b14f9f5397",2,1,5,2,2,"SE","SC",2.10522162256656
"55b2f7f2443cb82ae3e4cea782a80c1a",2,1,4,1,1,"SC","OK",5.74001686005216
"55b60387a8bad5e29db25472aac72456",2,1,5,1,3,"SE","NC",0.318434077821239
"55b68c331e2dab70d58e179042cb1471",2,1,2,3,2,"NE","VA",1.27398698149258
"55c0cd46745fca2ded88686c8d846862",2,1,6,1,2,"","",0.662818398268649
"55c8d22bfe531b49f64448c4af776811",2,1,3,2,3,"NP","MN",0.465035372985684
"55cab7166b9d7cdb381858c4fa8e305d",2,1,2,3,3,"NE","PA",0.435489141540251
"55cf183a2ef8d38e024f9deb7f615e1a",2,1,4,3,2,"SC","TX",2.6574684661897
"55cf74fc62c027371b3c88bc95f1aec4",2,1,6,3,3,"WE","CA",0.45882053219425
"55d18252a151a39ef398a550e650360f",2,1,1,1,3,"GL","MI",0.273684811902096
"55d4504876c89c6caeef950b0e74d5d7",2,1,5,3,1,"SE","FL",8.25133354998474
"55e66e2084dacfdc50d8e2527ce7d781",2,1,5,3,3,"SE","MS",0.644845223231252
"55e94fcf6e486a20d7e7925dc9b78f13",2,1,2,3,3,"NE","NJ",0.435489141540251
"55ec0aea1426f4de7d6ad17ebde6d6d5",2,1,3,3,2,"NP","WY",1.21904285265868
"55f39f7acc6ad9dc63b167666586cd72",2,1,3,3,3,"NP","MT",0.416707496322401
"55f5edc78cfef02602c2e8e4c4333c1b",2,1,1,3,2,"GL","MI",1.62134077527925
"5601a8ef4b41b8a48b403e35a405ec8e",2,1,1,3,3,"GL","OH",0.554225680974649
"560ace6436a45a63afde561f2b88e8d2",2,1,6,2,3,"WE","CA",0.512032490909075
"5615e84a0c85b08c29d03e074a0982b6",2,1,1,1,3,"GL","MI",0.273684811902096
"561a230f86c7935a4c1008af1a56f9d1",2,1,2,2,3,"NE","PA",0.485995229638732
"561e5cd640dfde040f09c65d1a18b8f8",2,1,6,2,3,"WE","WA",0.512032490909075
"561f52af3f4b1ef681edf9a31495d707",2,1,2,3,3,"NE","NH",0.435489141540251
"5621e0cf299b9fb8925b46a9889fb477",2,1,1,3,3,"GL","WI",0.554225680974649
"56267ad23ff8d6aea0fd036ac20124b2",2,1,1,2,3,"GL","MI",0.618502303282024
"56278499c3f872270217e37c77d91871",2,1,5,2,3,"SE","FL",0.719631495833164
"5639b813f5d1305de96dc2a70e35fac4",2,1,2,3,2,"NE","MA",1.27398698149258
"5640592baf8d28b9ed5d9cbd334b6958",2,1,6,3,2,"WE","WA",1.34224100924672
"5642ee51ea6fdc7b62d6b70571dff291",2,1,2,3,3,"NE","NH",0.435489141540251
"5649336cd967c60b9cae7a6dd643a6ab",2,1,5,3,3,"SE","AL",0.644845223231252
"564a8f9cc78c9d59cd91a345a596f0c8",2,1,4,1,3,"SC","AR",0.448584756760722
"56500eedccbeb392920064ba8f45595c",2,1,4,2,2,"SC","AR",2.96566980502815
"5655dc8e2390b889467bc33f36e4f3f7",2,1,6,3,3,"WE","CA",0.45882053219425
"5666623f1370ba985ac021cf859b59d8",2,1,4,3,2,"SC","AR",2.6574684661897
"566acaf6ac066953ebd997b300caac81",2,1,3,2,2,"NP","CO",1.3604220050629
"566e1938cd54be5511c3a2ac82eb0fdf",2,1,2,1,3,"NE","NY",0.215050958263518
"567c182070acba4efa102233b4d447f2",2,1,5,3,2,"SE","FL",1.88644065054918
"5686fb19c4b28557e84774b9c25903d1",2,1,6,2,3,"WE","CA",0.512032490909075
"5687dfb6e12e368305e03fe24032a6c7",2,1,4,3,3,"SC","TX",0.908406975756823
"568862daa06ccb9fbd3cf027bb8233dc",2,1,2,2,2,"NE","PA",1.42173830887587
"56a3f2098a9cd5e94abfe048d37cc33a",2,1,6,2,3,"WE","ID",0.512032490909075
"56a8e45aeb6055bdca502244455610b8",2,1,6,3,2,"WE","WA",1.34224100924672
"56aac754db18b7863d2cb6637ed44ccd",2,1,1,1,3,"GL","WI",0.273684811902096
"56ad73f4243b27d9ad4103cb241ef249",2,1,1,2,3,"GL","MI",0.618502303282024
"56ba6edbfb4cbffb85551f825255656c",2,1,3,2,3,"NP","SD",0.465035372985684
"56bb68dd57eed162660d20afd64b3e45",2,1,4,3,3,"SC","TX",0.908406975756823
"56bf901ed932cd050e33928de7307e6d",2,1,5,2,3,"SE","AL",0.719631495833164
"56c0a4017bc347a1cddbd95d4d439ba2",2,1,2,2,3,"NE","PA",0.485995229638732
"56c4adcba0728a253a1e3a82206eac70",2,1,2,2,3,"NE","PA",0.485995229638732
"56c5ff18472470aea0e40345f313b7e3",2,1,2,2,2,"NE","CT",1.42173830887587
"56c7518295a959700e99e79356a2f27d",2,1,2,2,3,"NE","MD",0.485995229638732
"56d1b63caf11e5dd19964467f752fc20",2,1,5,3,3,"SE","MS",0.644845223231252
"56d360098589dacd3811c4bb2cc0a620",2,1,2,3,1,"NE","NY",5.57244751886219
"56d4dab50a3e0bd174730aa1b0a23a67",2,1,6,3,2,"WE","WA",1.34224100924672
"56d64b88fd714a9f24d51d7ef31738e7",2,1,5,2,2,"SE","NC",2.10522162256656
"56dca50fd8fa5b4d723178daf0ea92b8",2,1,,,,"","",1
"56de8af738927ea24d0f39c2fe83063b",2,1,5,1,3,"SE","TN",0.318434077821239
"56fe7b465e3298d6b870952630f0c71d",2,1,3,2,3,"NP","MT",0.465035372985684
"570277c55ba5e760216775e8ed52cb66",2,1,5,3,1,"SE","MS",8.25133354998474
"57058358f876ba1cee2ac93362f5f8c8",2,1,5,2,3,"SE","MS",0.719631495833164
"570781c681f6246ed780180e25ad6e20",2,1,2,2,3,"NE","NY",0.485995229638732
"5725f0bd17fe631640a4e65196733d8b",2,1,2,2,3,"NE","NY",0.485995229638732
"57282bada917d381914180d4d09a7b9c",2,1,2,1,3,"NE","VT",0.215050958263518
"572ad4b5ade5962d5b37308bde616b4c",2,1,6,3,2,"WE","WA",1.34224100924672
"572af6d90aba1e5eea38a85ef1d05178",2,1,1,1,3,"GL","IL",0.273684811902096
"572df90caa5bd10fe323f7d35e23b832",2,1,3,2,3,"NP","NE",0.465035372985684
"5739d8dd4dcefd4fc1c335c06aa8b209",2,1,1,3,2,"GL","OH",1.62134077527925
"57414af7c823e441330b47c5c6f27438",2,1,5,2,3,"SE","GA",0.719631495833164
"574788fd716efb05339e5a3a0fba7138",2,1,4,3,1,"SC","TX",11.6238264409294
"5749a3bc568c458f0c7142c034d8b53b",2,1,1,1,3,"GL","MI",0.273684811902096
"5756648b22390b6e24f96efbbc2be4a3",2,1,1,1,3,"GL","IN",0.273684811902096
"57567b2dfa9ef213621d6d6b1a60ece3",2,1,2,2,3,"NE","WV",0.485995229638732
"576244c1d6b1b65c5465ccedb6ac23d9",2,1,5,2,3,"SE","NC",0.719631495833164
"5765579f06c2b1d64cd42e4a291b036e",2,1,6,2,3,"WE","NV",0.512032490909075
"576f8120eb40c6e874c1b5ab06b0faad",2,1,6,3,3,"WE","OR",0.45882053219425
"57800379ea8bdd5b839bc134aa0952b8",2,1,2,1,3,"NE","RI",0.215050958263518
"5780577d9ec5d6b8c02620428ee57e53",2,1,2,2,3,"NE","NY",0.485995229638732
"578069024eb2746c13568f4588bc94b0",2,1,5,1,2,"SE","NC",0.931552203972366
"578e654e8c0c9545c28e128940b14d8d",2,1,1,2,2,"GL","IL",1.80937664626397
"57933eb20382b4a91b2055103261c353",2,1,1,3,3,"GL","WI",0.554225680974649
"5796975d2a19ac4717dd3d675d7ff813",2,1,5,2,2,"SE","NC",2.10522162256656
"5798833b37886501ad4254f40e402ce9",2,1,2,3,2,"NE","VA",1.27398698149258
"57a49f5b9c92aa01826b34998b197a08",2,1,4,2,3,"SC","NM",1.01375996477643
"57a6394265103620893d7bdb7fbafb8f",2,1,3,3,3,"NP","CO",0.416707496322401
"57ac7e20433ee41b247217e4b4815a3d",2,1,6,1,3,"WE","CA",0.226572342930004
"57b880bd8dbcae5eabc48692e6b41206",2,1,2,3,3,"NE","NJ",0.435489141540251
"57bf6a8309a2bbada43372707f76fa57",2,1,1,3,3,"GL","MI",0.554225680974649
"57c56c1d7891643afc731c8ff865d08d",2,1,1,1,3,"GL","IN",0.273684811902096
"57c5debf6d81535ae36a75ce66b9fe72",2,1,2,1,3,"NE","PA",0.215050958263518
"57c65df38386bb3c2506225736fb42c6",2,1,3,2,3,"NP","KS",0.465035372985684
"57cffb71e03ca2fb5f2922a19525794b",2,1,4,3,2,"SC","MO",2.6574684661897
"57d2f7029d0490cd25883b2d77db42c0",2,1,1,1,3,"GL","IN",0.273684811902096
"57e48386ffcce32668e9b22458560481",2,1,5,1,3,"SE","FL",0.318434077821239
"57e54164b1697e5d2325602ebc73c0b0",2,1,6,1,3,"WE","WA",0.226572342930004
"57ec96cd185acee77f6521c0a2ca5d29",2,1,2,3,2,"NE","PA",1.27398698149258
"57edd5672678b0d2e4ef6eade959e941",2,1,1,3,3,"GL","WI",0.554225680974649
"57f05d9c67f22ee7a50675126a41ccdd",2,1,2,2,3,"NE","NH",0.485995229638732
"580c34ea22f5b747c8aae3273d3a7614",2,1,3,2,3,"NP","CO",0.465035372985684
"580ea2021cecda61428d1d9f31e15fc3",2,1,5,2,3,"SE","TN",0.719631495833164
"5815c8152176f9f6bede6311557985a9",2,1,1,3,2,"GL","IA",1.62134077527925
"581a2892764e2cf1b0f1031d409f9658",2,1,2,2,3,"NE","NJ",0.485995229638732
"581cbd2e8221b2b745ae29e47d6d99f3",2,1,2,3,3,"NE","MA",0.435489141540251
"5827ca92bda0364959a2bd349a3b92b6",2,1,5,3,3,"SE","TN",0.644845223231252
"582b60b869bef725d838cf1a68680abe",2,1,5,3,1,"SE","NC",8.25133354998474
"582c4056fe0a196e6e5a6297832bf086",2,1,2,3,2,"NE","NY",1.27398698149258
"584115f7bc0d8619d6b3fb38f2f66be0",2,1,6,2,2,"WE","ID",1.49790813431588
"5848eb1212ccf1adba296c7b320b6566",2,1,6,3,3,"WE","CA",0.45882053219425
"584db8c9f064080a854e103f88ce010d",2,1,5,3,3,"SE","AL",0.644845223231252
"58558ef58413f328c267a6b927bfd7c5",2,1,5,2,3,"SE","FL",0.719631495833164
"58577a2cdbc1c9f673aa896072915b31",2,1,3,2,3,"NP","WY",0.465035372985684
"58660d982b43e52269d4eb79bbe33322",2,1,2,2,3,"NE","NY",0.485995229638732
"586cf9c45ca68c418298475995dffefd",2,1,2,2,3,"","",0.485995229638732
"58704244611db98aca793e28c6dffacd",2,1,3,1,3,"NP","CO",0.205776304967735
"587e0dfec5a479959b94900afd62f105",2,1,5,2,3,"SE","FL",0.719631495833164
"58810588fb64b329a8795699a5cd0c31",2,1,4,1,2,"SC","TX",1.31229710616414
"588a5f08236e9dd111504075c6db7a99",2,1,6,2,2,"WE","CA",1.49790813431588
"588e6fe77c7453910569c83a246506e7",2,1,2,2,3,"NE","PA",0.485995229638732
"589a6295b780ff5262db1831f0b65f1a",2,1,1,1,3,"GL","WI",0.273684811902096
"58a9b1c16509668f940f8b5561e6b2aa",2,1,1,2,3,"GL","MI",0.618502303282024
"58af19fac25e3ad2fad0ebb076d2593a",2,1,5,2,3,"SE","NC",0.719631495833164
"58b68fd6115b5541abd55b3d21e58a7c",2,1,2,3,3,"NE","PA",0.435489141540251
"58b7a4dcbdbc5875e71fc57df50061d8",2,1,1,3,3,"GL","WI",0.554225680974649
"58bbd84943f0fbdc8ee54e60584e0878",2,1,4,3,3,"SC","TX",0.908406975756823
"58c720fdeec4befec33bb194554fa87c",2,1,6,2,3,"WE","CA",0.512032490909075
"58cbdf508c566294f650b59ae5e7c31e",2,1,2,3,2,"NE","NY",1.27398698149258
"58d063b75cac5a55f51b1d192b02e832",2,1,2,3,3,"NE","VA",0.435489141540251
"58dd8953a9aa53238b13ea36b451c243",2,1,6,3,3,"WE","ID",0.45882053219425
"58e28b45ee2b94e75c0b0187d82ecbf3",2,1,5,2,3,"SE","KY",0.719631495833164
"58ed2f63ffe449b9f33cbcb5b06d83f2",2,1,5,2,3,"SE","FL",0.719631495833164
"58f05d00a361a3df37117738f99e4f84",2,1,5,3,3,"SE","FL",0.644845223231252
"58f69fe36f2e12c702833d619dd3921a",2,1,6,2,3,"WE","ID",0.512032490909075
"5903f1fcd61ec0e1455539efbe00396b",2,1,6,3,3,"WE","NV",0.45882053219425
"590406c84e925f2838cf51eec3c4149f",2,1,1,2,1,"GL","MI",7.91425387357427
"5913d6336264640264cab026ef6db647",2,1,3,3,3,"NP","CO",0.416707496322401
"591b3e2e02a9437c55f0d3ef5862e5a9",2,1,2,3,3,"NE","NJ",0.435489141540251
"592059d2a39074d2d97b3cf3aa1d5dd4",2,1,3,3,3,"NP","UT",0.416707496322401
"5923ae5755dbca1db500429a5f61f4ce",2,1,1,2,3,"GL","IN",0.618502303282024
"5928ceb417f0ca9ad3c4c79506ec0a11",2,1,2,2,3,"","",0.485995229638732
"592cfc17d3446d95ff3655a721a2cbdc",2,1,4,1,3,"SC","MO",0.448584756760722
"592db4bf5ff8517c7cbc0ee7083bd66e",2,1,2,2,3,"NE","NY",0.485995229638732
"5935020a8cf443ab1daac3ddcece827b",2,1,6,1,3,"WE","CA",0.226572342930004
"5937c01ae1a8446c5fa28f0f0cbef0eb",2,1,3,3,3,"NP","UT",0.416707496322401
"5939e0aa03dff7c3ed9be450e7e0f73a",2,1,3,2,3,"NP","NE",0.465035372985684
"593b007bc7cda7397988483e0cde5cec",2,1,2,1,3,"","",0.215050958263518
"593df4512fae9a8e5d2248fd1a3857d1",2,1,1,3,3,"GL","MI",0.554225680974649
"5943974e919be2e495ea278b44228565",2,1,5,3,3,"SE","TN",0.644845223231252
"59470fa5b583d2abcf2de03e5877d877",2,1,2,2,2,"NE","PA",1.42173830887587
"595e1585fd2a862163355f3a01a64064",2,1,6,1,3,"WE","AK",0.226572342930004
"59603bc09b1900848f69d74855bf0014",2,1,1,3,2,"GL","WI",1.62134077527925
"59625353ddc8cb0e84afe701438ac0ae",2,1,6,2,3,"WE","AZ",0.512032490909075
"596c294d24cad032b8e8742c417adb16",2,1,1,3,3,"GL","WI",0.554225680974649
"598647df02ea69d2d5996ff5a2156722",2,1,1,3,3,"GL","IA",0.554225680974649
"598734e0d8ed6f6f406413c4139c7e1e",2,1,2,1,3,"NE","VA",0.215050958263518
"59893ca49398f3d4b2674dd46916181a",2,1,2,2,2,"NE","NJ",1.42173830887587
"599146e14c3ce0832dff51b68a2092db",2,1,5,2,2,"SE","GA",2.10522162256656
"5991cf3188a85ec6bf6ffcb787fb28c0",2,1,1,3,3,"GL","IN",0.554225680974649
"599415333241277043be7b5bd4b70fc2",2,1,3,3,3,"NP","KS",0.416707496322401
"5998b10f3410605663bb5fd1dce3ea04",2,1,3,2,3,"NP","MT",0.465035372985684
"5999008fb079e7273e70944f36cddb7a",2,1,6,2,3,"WE","CA",0.512032490909075
"59a24ab543bfe08f0fcae4ae495ec6e6",2,1,1,3,2,"GL","WI",1.62134077527925
"59ae3e889b09d5d1038c8ca764bdf45a",2,1,3,1,3,"NP","SD",0.205776304967735
"59be6bf8d0df74e033d864d30d9c4d72",2,1,2,2,2,"NE","CT",1.42173830887587
