"sguid","TableCat","region","hincomex2","agex2","fish_avidity","orig","rake_wt"
"26232bd93ddbafb46f1843a40a9e07ee",4,5,2,3,2,1,0.817293477503402
"262828de340d88d353ba2fa9b8a52319",4,5,2,3,,1,
"2633ac68288e4a95a1c32186732aa14d",4,2,3,3,2,1,0.82597037025745
"26351226c6a28147080faf3eec4cc733",4,1,2,2,4,1,0.266411447981292
"263e84a8b30b1895e181d468cb1c0b6d",4,2,3,2,4,1,0.23629169140688
"2640102c6c683bf0049ad71814ba6f1d",4,6,3,3,4,1,0.109422241354612
"264278e48ca9a50f6c623d6f0ee5b62d",4,1,2,2,2,1,2.55764254833843
"26431c2102db0028419414f210c1f196",4,5,2,3,4,1,0.0851316533300556
"264e220e163dfd247cedf9e4d5427027",4,1,3,3,4,1,0.13271650381385
"264ec5f77a68a80336a67221037a89a8",4,2,3,3,2,1,0.82597037025745
"265143be53c5fcf7417e654fec638235",4,3,2,3,2,1,0.373724122327875
"26528dbff8dd1b574626985c0e186309",4,4,3,2,1,1,15.5040776854149
"26592438d2fc7e7a736d93c6cffc67fa",4,6,2,3,4,1,0.0799765395637964
"2671bdbf9367d542f205133a791dd18b",4,5,2,3,4,1,0.0851316533300556
"26817f7ac0e59b78427a74521d824ccb",4,4,3,3,4,1,0.238622262290599
"2689e1ec0c15be47987baed8de097700",4,4,2,2,4,1,0.479003745506866
"26a13229654fae911c81b51fbb52017c",4,4,2,3,4,1,0.174408626295995
"26abec33d785234a64fa2de39ee88f63",4,5,3,3,4,1,0.116475361004683
"26adb15321dfa6dc02642773980a6da7",4,3,2,3,3,1,0.214543823978569
"26b01ea89e563f99b03e66d8e94d33e7",4,2,3,3,4,1,0.0860354635845753
"26b2b646407804f4ad10821e57ebee13",4,4,1,3,3,1,1.73938054750726
"26b431234853636fa1731a30d203a30f",4,2,3,3,4,1,0.0860354635845753
"26b8f4d2f3713969384bb75de032291a",4,1,3,2,4,1,0.364498613213778
"26bafba73454f25ca6fb3fb6e955ab16",4,1,3,3,4,1,0.13271650381385
"26cbe01ae07bec48e120b37349e99e48",4,4,2,3,3,1,0.961213392302282
"26d9a59544c70a715d583d0bcbb78243",4,1,3,2,2,1,3.49931344553697
"26da4ea59ae5dfc2ac328dd6372c5585",4,4,1,3,4,1,0.315604187713311
"26e1a9132f93cb42459d113d8caf6999",4,5,2,3,4,1,0.0851316533300556
"26f13cd82e984123fbd72481c5382791",4,2,2,2,4,1,0.172705215799367
"26f437eb6c721934fba4076a294f37a7",4,5,3,3,4,1,0.116475361004683
"26ffc5f1adbbe9b691ba0ed9f47e3c45",4,1,2,3,4,1,0.097002278390907
"27129d4520b9d279fe7f26cb503ce201",4,2,2,3,4,1,0.062883181445372
"271d50d9c5688ffebc8fa0dffe0c237c",4,6,3,3,4,1,0.109422241354612
"271ee9ad09aa5930f13bb1922266b8b1",4,2,2,3,4,1,0.062883181445372
"271f83b7b590442ab1e9bcef56b337c5",4,2,3,2,4,1,0.23629169140688
"2722e6fc583b4c23daaf01f26e442781",4,3,2,2,4,1,0.106914131746494
"27285972e6d464929488bea3071c3891",4,6,2,3,1,1,1.89202398770206
"2742d17a52cfccc48e3309257753596b",4,2,2,3,4,1,0.062883181445372
"274d5dbbe6cff19b5f63b5495935462c",4,2,1,3,4,1,0.113791363548805
"2754385c4a571f7a91f70296c832458e",4,5,3,3,4,1,0.116475361004683
"275654095a759ee4e7f5d131ca8f4c57",4,3,,2,4,1,0.140298691005107
"276ae1b9744c05a15840e94b715456e7",4,2,2,3,4,1,0.062883181445372
"27741a387b57882da135f25ea16ea4a2",4,5,2,3,2,1,0.817293477503402
"277fd5d2620b86e5c7b38d345103b270",4,5,2,2,4,1,0.233809426014756
"27843d2eca69e7755a2908bd8c0dd862",4,5,1,3,4,1,0.154051475942049
"2796effda35caaa391ba8f00bd2ef4dd",4,2,2,2,4,1,0.172705215799367
"27a35e28c76e9b286506fb9e1e76030c",4,3,2,2,3,1,0.589232869059414
"27b4d14095b8116dc94070c67c94fb07",4,1,2,3,4,1,0.097002278390907
"27c917aa22bda10110c6b1efba727d0f",4,2,2,2,4,1,0.172705215799367
"27ca56468495581059621a2d1533d30d",4,5,1,2,4,1,0.423093946350272
"27d0fb989bd8dc1526001f91dff93395",4,5,2,2,4,1,0.233809426014756
"27d16170a60b67801014ae967e53394e",4,2,2,3,1,1,1.48764235570306
"27d1b7edce35110d6ef1b355ca5c3d5a",4,6,3,3,4,1,0.109422241354612
"27d6604fd23a6c3fc85db54c3f3312d0",4,2,1,3,3,1,0.627135164666802
"27e580e2b4b7099c05d230a71da6ae12",4,2,2,2,2,1,1.65803013194632
"27ed9eb209c136c5a348c206d949107c",4,4,3,3,4,1,0.238622262290599
"27f46be5d7c1584ea05f0c764ac244d9",4,2,2,3,1,1,1.48764235570306
"27f7184f8cc4252bf9a45f6585ddcba5",4,5,3,2,4,1,0.319893203480777
"27f753e155eb2d781d8f2bcdd4aae17f",4,2,1,3,2,1,1.0924366623551
"27f7df569fd1a7b4c8c43d919c659aed",4,2,3,2,4,1,0.23629169140688
"27fd20d18272c94b6e94f9af2bc42fe4",4,1,2,2,3,1,1.46826597457204
"28027cfb2ef82f66e0f6d1efe0ab4aeb",4,3,3,3,4,1,0.0532607359075815
"280cf1b575b71380ef73183d71ec85d0",4,1,3,3,4,1,0.13271650381385
"281bb8f5ddf8d4b0e787cea9448aa5c4",4,5,3,3,4,1,0.116475361004683
"282e673567ec09ea7fa97cec0ef8de9b",4,5,3,3,1,1,2.75548527354484
"282eda4afb388db7c122ad587bfa56ae",4,5,1,3,4,1,0.154051475942049
"28410d80f5d2cd6c8403abb6c6f2e0da",4,2,3,2,4,1,0.23629169140688
"2845596a6d628e622e32b3b5048de17d",4,5,2,3,2,1,0.817293477503402
"28595ada1fd5c19d1097b985e2780e39",4,1,2,2,4,1,0.266411447981292
"285e5bdff17c58200b574575cb9d3976",4,5,2,2,3,1,1.28858736121502
"286650c7bc71d39feebbaaaeca03eb51",4,3,3,3,4,1,0.0532607359075815
"287bcf82f7280551504b8ab5ba6a9907",4,2,3,3,4,1,0.0860354635845753
"287d73438ad57f41977f2b20ddcdf774",4,2,3,2,3,1,1.30226780116131
"288061aecbc530b98ea44528d8999a1c",4,2,3,1,4,1,2.00905707535955
"28912b346bc4f53c7eb034fae2ef29f7",4,6,3,3,4,1,0.109422241354612
"289a8a5bb4b3c7c9c833500495a7fe4d",4,5,1,1,4,1,3.59733294639263
"28a9750aaca2606cbd2518eb0dc0efb4",4,2,1,3,4,1,0.113791363548805
"28aa8a851d752163e1d03e96abdf4ecb",4,5,3,3,4,1,0.116475361004683
"28b5e786a9d9bf4bb0e89f045eb7761c",4,1,2,3,4,1,0.097002278390907
"28bb70ddeafb0fc11c2d9c4c97232d02",4,6,1,3,4,1,0.144722949438958
"28bfa0c3f71fbfd476fd344c8a40e9a1",4,6,3,2,4,1,0.300522196428876
"28c08bfde81ac04d08748aba48b08757",4,2,1,3,2,1,1.0924366623551
"28c734e96626403c576f84bc8067ab8b",4,1,1,2,4,1,0.482089506828444
"28e37e46c2c76f6540d14198df224d3b",4,3,3,2,4,1,0.146277695834184
"28e761543a26bab1f46f82fccc6bdeb6",4,2,2,3,1,1,1.48764235570306
"28f07351578929030da14948b7964393",4,1,2,3,4,1,0.097002278390907
"28f14d488b9ef3f0163ddc14a305cb50",4,2,2,3,4,1,0.062883181445372
"28f4e51bfd2ce5100ad8bb11ef5c02f2",4,4,1,3,4,1,0.315604187713311
"28f79dd616c6ab1eb4ecff9a2bf5ba72",4,6,1,3,4,1,0.144722949438958
"28fada124b21ef51b16e804f4d4e0f50",4,2,3,2,4,1,0.23629169140688
"29013f197b4663f45d38b48b4ea83382",4,6,2,2,4,1,0.219651188231486
"2905593d14b4b423f7b3150615a0f06b",4,5,2,3,4,1,0.0851316533300556
"29060234530b700ed6f3e0ab44f2cffc",4,4,3,3,4,1,0.238622262290599
"291d517711cf81bcd235b27c91bddaa1",4,6,1,2,0,1,
"291e6889ef4986e41b2d6f2a78051e9e",4,5,2,3,3,1,0.469183703968911
"292d251ab26112432447147872072028",4,3,3,3,4,1,0.0532607359075815
"292dc749c9604e8e7ad7f6b59fb8df97",4,2,2,3,4,1,0.062883181445372
"292f38b9cd55324e16f7e576066b4eb4",4,2,3,3,4,1,0.0860354635845753
"293547910308b7c44c72e3ba5a699ec0",4,3,3,2,4,1,0.146277695834184
"293ab01055aae68070f348feb094bb8f",4,2,3,3,4,1,0.0860354635845753
"293f445d4d4276167639481c1def6a73",4,1,1,3,2,1,1.68516991046739
"2941f41450d5311d10bfc5e2b9f41cc9",4,4,3,3,4,1,0.238622262290599
"2942efad06f5d681cc1246ebc2a05a89",4,5,2,3,4,1,0.0851316533300556
"29457c44e19b73f332ddbf1db623a10d",4,2,2,3,,1,
"2946f1ab993dce3e42a736c5ea036c57",4,2,3,3,2,1,0.82597037025745
"29475c68f0d348e2de798323ecdb21f4",4,5,1,2,1,1,10.0092339567617
"2954aa46d80f2d6d421f6faeabdf2000",4,5,1,2,4,1,0.423093946350272
"2957db7e6121eae9482fe17a09335473",4,5,3,3,2,1,1.11820397132324
"29625305a937bc8baeb7175f46bc86bc",4,6,2,3,1,1,1.89202398770206
"2966f4926ea1d61f9535e27d484e95ff",4,2,2,3,2,1,0.603700410242366
"2968d27255e07cd09bdb7ebc7d64db71",4,2,3,2,3,1,1.30226780116131
"296c3216e23601189cd1afa4227303b8",4,3,1,3,1,1,1.66649106829278
"297124594e01f64205ff1ef19ffc27bd",4,2,3,3,4,1,0.0860354635845753
"29715eddcf35d84aa8915ba2eba1039b",4,5,3,2,1,1,7.56778947663381
"29752b4ca47d7a54f00716e352565be7",4,2,3,3,3,1,0.474164848188636
"2977dab2e807b4a37c3471fc1f0e4b2c",4,4,3,3,4,1,0.238622262290599
"297c3e15c87b3f15accb94533b644611",4,4,3,3,4,1,0.238622262290599
"2980fb32a32b0ff64b1320dc4bb5ffa4",4,3,3,3,1,1,1.26000187666816
"2982fb7d4664eb680f8ccd9e844f8979",4,2,2,3,4,1,0.062883181445372
"2983866d9622343f02280d9715e75e99",4,4,3,3,4,1,0.238622262290599
"298b420c557b4b3d9cbe1b43a1cc3cc1",4,2,3,3,4,1,0.0860354635845753
"2994b365cd1ee5f5a232a6ea09e528bc",4,5,3,3,2,1,1.11820397132324
"299eb14826c4a901f709f5be3167814f",4,6,1,2,4,1,0.397473658925627
"29aa2a4bb556e1e3ed111d03f36b3d48",4,2,3,2,1,1,5.59000865347378
"29b81df9b73fd3415535d7d50b543529",4,6,2,2,4,1,0.219651188231486
"29c7164730387b7d1653b5ea6e19c114",4,5,3,3,4,1,0.116475361004683
"29c96a4a540f93d14d116fd0d8b71847",4,2,3,3,4,1,0.0860354635845753
"29caea1d351610ddced42cce9c5d5dad",4,2,1,3,4,1,0.113791363548805
"29cf441ce37a8ffb53567ad380e9e811",4,1,3,3,4,1,0.13271650381385
"29d6f399d25a5a6592838f834d0a298c",4,5,3,3,4,1,0.116475361004683
"29d7147108e537dd829c8f165cfb4d57",4,5,2,2,4,1,0.233809426014756
"29e110c50f85561172a6b6e15b9347b4",4,5,2,1,1,1,47.0294466268914
"29e4be2aa1388dd12f5a9e332d34452e",4,5,1,3,4,1,0.154051475942049
"29e9e0bbb5b896d215599c2c1ba2a8f7",4,1,2,2,,1,
"29eb91d9676d74ee23e7671c08bad9ca",4,2,3,2,4,1,0.23629169140688
"29ee3a67bf47b7d8ac2c206c26ebfdbc",4,3,1,3,2,1,0.676279038262612
"29ef13a08636f2e7f3bef6b25d120f26",4,5,2,3,4,1,0.0851316533300556
"29f0990a158687ee66fbc66365b1c32a",4,4,2,3,2,1,1.674383465095
"29fa233351ab004b0d3c903abed9e712",4,2,2,3,4,1,0.062883181445372
"2a02d3bc63aaa28485beef5eb2b9718c",4,5,1,3,2,1,1.47894774225838
"2a0743daaf9a86efae0fa965352c91a3",4,5,2,2,4,1,0.233809426014756
"2a0d1bce66a51fb3bf967e2cd98146d2",4,3,2,3,4,1,0.0389281858950887
"2a142162f414e689dcedad38866db74a",4,2,2,3,4,1,0.062883181445372
"2a1d7509fcdd509d8cd986f60d75d423",4,5,2,3,4,1,0.0851316533300556
"2a1d9b3d5b1833f258588f698d4fc013",4,6,2,3,2,1,0.7678025925958
"2a244902cd3d0a32548529477c8a49fa",4,4,3,2,,1,
"2a2509c69e894d312593428adf6a3ace",4,6,2,3,4,1,0.0799765395637964
"2a27c45f99e05615e7cef343bcdee24c",4,5,2,3,4,1,0.0851316533300556
"2a2fef02c0c6b8d7d3ef7474eee1b2e4",4,5,3,2,2,1,3.0710860000437
"2a32ff2a5a317d47b7241352330a3367",4,1,3,3,2,1,1.27412459033989
"2a3682c888ccd827e579960aa35bfe4e",4,1,1,3,1,1,4.152606314051
"2a39c2f38006c50bfbf5992aeb0e4035",4,1,3,3,2,1,1.27412459033989
"2a3ba4fa0bd6c806b870a729d7333d7d",4,2,1,3,,1,
"2a4b7251f3d37c3d3bb700d3e76c998d",4,5,2,2,4,1,0.233809426014756
"2a55d6c777cd166272445cd1608c3ffc",4,5,3,1,2,1,26.1117393535481
"2a5d47a71d0589b3a0b1d13d88ac3502",4,3,2,3,3,1,0.214543823978569
"2a613cfa972931ed1e2123175387ed4b",4,2,3,2,4,1,0.23629169140688
"2a6629df918e32f36b6dc54e7e9d8c92",4,3,3,1,4,1,1.24371804202339
"2a75854d2e344c1eab0fd3a02e8a0130",4,2,3,2,4,1,0.23629169140688
"2a763a7df422dd9c475a058776e0c7e2",4,1,2,3,4,1,0.097002278390907
"2a9111f662583c2dfd51506ff70125db",4,5,1,2,4,1,0.423093946350272
"2a9269340b1dc87d9eedd1b90e0e1ab8",4,5,2,3,2,1,0.817293477503402
"2a968b5a94afa6e393e5dbd57e13627e",4,1,2,3,2,1,0.931255606237217
"2a97f615d62a6c65275088e29be510ea",4,4,1,3,4,1,0.315604187713311
"2a9c18c707c488db9c78f85d610e2fdc",4,2,3,3,2,1,0.82597037025745
"2aa0bbd280dfb0f8a577f787c3897b01",4,6,2,3,1,1,1.89202398770206
"2aa6c155b59b60fd679a034c680193e0",4,5,2,3,4,1,0.0851316533300556
"2ac4fde197de9fe61b5dc2c781e73ef2",4,4,3,3,4,1,0.238622262290599
"2ac5cac5595917129c73ba2d248b8660",4,2,3,2,4,1,0.23629169140688
"2ac8acf5e715c8b298db5507d897450e",4,2,3,3,4,1,0.0860354635845753
"2ad13263f9473db4a2c5190f7cd3005b",4,3,2,3,4,1,0.0389281858950887
"2ad924f6d12af74a4bfa19ca83002c9b",4,2,2,3,2,1,0.603700410242366
"2ae7981b799bc346b26b9b63fd0e574a",4,2,1,3,4,1,0.113791363548805
"2b02c023a41261cb826c820189eecb54",4,2,3,3,1,1,2.03536139201465
"2b042cf84b8e405ba68220a03158d063",4,4,2,3,2,1,1.674383465095
"2b0a2ac25fb2e7b86b657e09e980169b",4,3,2,3,1,1,0.920933337613096
"2b0b2735f6945ff14d237449ce49267c",4,4,2,3,4,1,0.174408626295995
"2b0d9722c0f196bf253001c295252eeb",4,2,1,2,2,1,3.00031749638938
"2b10c3fbacd9a54014d4b9bc58f09e84",4,6,2,3,,1,
"2b122633fe0024146aafb6b4b464d6bf",4,6,2,3,4,1,0.0799765395637964
"2b15dc40f73ad07820e6adc264cbe094",4,6,3,2,1,1,7.10952496296468
"2b1b126cd8fc38e511150e0abb40dc74",4,5,3,3,3,1,0.641927404903339
"2b1baac9641d43eb2e684db3451c9b7a",4,5,2,3,4,1,0.0851316533300556
"2b1f4ee0e47a37f28cda412b2e57dbf0",4,1,1,3,4,1,0.175532173654908
"2b286622ab25e0847475148200cacb81",4,5,2,3,4,1,0.0851316533300556
"2b3e16143f7bc61d964c45922eb3d36b",4,5,1,3,4,1,0.154051475942049
"2b495bd24027cd7d36c31aefcbafbce5",4,2,3,3,4,1,0.0860354635845753
"2b4adbdb11a521c951cf6a89c5e011e2",4,1,1,2,4,1,0.482089506828444
"2b622c9a2799d4592b07b3bacca21501",4,2,3,3,4,1,0.0860354635845753
"2b707ceabf3f2ebfc6bf4fd28cdfcb5c",4,3,2,3,4,1,0.0389281858950887
"2b70e7bfdf2b77330c79b52c1cea4ec0",4,3,2,2,1,1,2.5292930025729
"2b7224d8722170e6d967b06166cae7e8",4,3,1,3,1,1,1.66649106829278
"2b7393ca545dbd7f406fa9ed098cbcfb",4,1,3,3,2,1,1.27412459033989
"2b7dacfa5ebdcb15567dee06c393bedc",4,6,3,2,4,1,0.300522196428876
"2b85a5c86267e4863799659751809529",4,2,3,3,4,1,0.0860354635845753
"2b952ea065420f247664242d64adc559",4,4,3,3,2,1,2.29085670169123
"2b9af80453e7f697709582f2518c186e",4,5,,3,4,1,0.111714507055323
"2b9d1ec666958e9fd9f12dcd6bfca323",4,5,2,2,4,1,0.233809426014756
"2ba2b607eac5f78736844751b20cf40c",4,5,2,2,4,1,0.233809426014756
"2ba447df19500f9d9290618d93c663b4",4,6,2,3,1,1,1.89202398770206
"2ba45dcf5694e5cfe1304b3c92a05904",4,6,3,3,4,1,0.109422241354612
"2bb3865ead73e4bdbc2c25ae47f86918",4,2,3,2,4,1,0.23629169140688
"2bb7aa1fde4f4e8a685a519e32014e56",4,2,3,3,3,1,0.474164848188636
"2bbae34f0c891859ef981f4780cf8fdf",4,2,3,3,4,1,0.0860354635845753
"2bc3d1a341142ab88d38c367f3d7265c",4,4,3,3,2,1,2.29085670169123
"2bc82b6324b1d94cf6eec814460a8823",4,1,2,2,1,1,6.30255888699666
"2bc993cc895b36b20beb800292eb0318",4,5,2,3,2,1,0.817293477503402
"2bce927156e5785fcf7b87627e559001",4,5,2,3,4,1,0.0851316533300556
"2bd7ce0a1c2cc385350f18d17ba0d9ed",4,2,3,3,4,1,0.0860354635845753
"2bea350d6ab8a802a2e4a109aff55422",4,3,3,2,4,1,0.146277695834184
"2bea5f09a0cc6aedbe9821e4acb41f18",4,6,1,2,4,1,0.397473658925627
"2beb888901de2a2228e97671ab631a6a",4,3,1,3,4,1,0.0704431813350871
"2bee2d87100dd2a685c66af1dd9047ff",4,1,1,3,4,1,0.175532173654908
"2bee47a6e07839e810695a1f80f811da",4,2,3,3,3,1,0.474164848188636
"2bf2b87d720e573281205dc59e81b8d3",4,1,1,3,4,1,0.175532173654908
"2bfe43c2f0e4bef60ad6f2e5b2abc5ba",4,4,1,3,4,1,0.315604187713311
"2c0781e2769e9f0181c7db70ea2939e8",4,3,1,3,1,1,1.66649106829278
"2c0c5b786fa1a1dd9f8637b9e5238da4",4,2,3,2,4,1,0.23629169140688
"2c13719486cff4a7673327a533f99b04",4,3,3,3,4,1,0.0532607359075815
"2c1783930ffff2116c9b64d2a64db92d",4,5,1,3,2,1,1.47894774225838
"2c1a716dcecf1ce5fbfc8335c5c392f7",4,6,2,3,4,1,0.0799765395637964
"2c1dad970bddc9d2374d8eeefbe13571",4,1,2,3,4,1,0.097002278390907
"2c2231b7c0da50baebed5443a989df68",4,3,2,3,2,1,0.373724122327875
"2c23193f00740a4dece0c5a67fab0438",4,3,3,3,3,1,0.293534406671821
"2c23d594c85031d8566d54076bb9958f",4,1,,3,4,1,0.127291803809682
"2c28b9e6009ea1e924ffa366023e3e66",4,6,2,3,2,1,0.7678025925958
"2c29e1bf26d6848abee85aee1d2fc4eb",4,1,1,3,4,1,0.175532173654908
"2c2a96a6a3fa780a3ea9bb61895f3897",4,2,1,3,4,1,0.113791363548805
"2c2e9ebc435120a0d5434d9b40829e11",4,5,3,2,4,1,0.319893203480777
"2c2edf10c1cb5ddc0da38d9076c03370",4,2,3,3,3,1,0.474164848188636
"2c4a8406f591f68c20c2f0fa4a03afc7",4,5,2,3,4,1,0.0851316533300556
"2c4d0bc59ba0558665d542f82ee99186",4,2,2,2,4,1,0.172705215799367
"2c5084d088d542b4165d97960f1ac8e2",4,5,1,3,4,1,0.154051475942049
"2c5966da82a7b2988d70385132d50676",4,2,1,1,4,1,2.65719895642575
"2c6bcf600a1d089de1c8139726504d51",4,1,2,3,4,1,0.097002278390907
"2c76dd30379bd98abb66ff5bbc584fa3",4,5,2,3,3,1,0.469183703968911
"2c8e00c5388b44aa85139a8e92b2e21a",4,5,2,3,4,1,0.0851316533300556
"2c916de832f314f501c9bbef818dfa0c",4,2,2,3,4,1,0.062883181445372
"2c9422d71c03a2b2bb7b8df8c4a6487c",4,6,3,3,3,1,0.6030557435117
"2c9a0df9ad5c3241737e0c05be046b0a",4,2,2,2,4,1,0.172705215799367
"2ca1c8f311c4c7116a68b533025a1dcc",4,1,2,2,4,1,0.266411447981292
"2caa252c5fd665f3adf885052ce40b97",4,5,2,2,1,1,5.53128511165317
"2cc105869b28f1685a996030c739ccbd",4,5,3,3,4,1,0.116475361004683
"2ccecba9622ae9605a4825cf70f57064",4,3,1,3,3,1,0.388231538391623
"2cd3c96b9947a415250a7fd1b82060a7",4,2,3,1,3,1,11.0724601629386
"2cd86a7c3a313dd0986ab8dfb88dd3b9",4,2,3,3,2,1,0.82597037025745
"2cdf9a3f31b93e947d7047f57f396112",4,5,1,3,4,1,0.154051475942049
"2ce21ef2872c65204b7bc72e90db752b",4,1,3,3,4,1,0.13271650381385
"2ce3116b30283d29fc3050bf22367aa7",4,1,2,3,4,1,0.097002278390907
"2ce7f28108a0f245310b2565cd7fcea9",4,4,1,3,4,1,0.315604187713311
"2ceb5fe05669e93437045b645e1d6da6",4,2,3,3,4,1,0.0860354635845753
"2ced7c38666d789981b9ebbe20b935d9",4,2,3,3,2,1,0.82597037025745
"2cedbea44d72d2ec8e8a5538f4a66998",4,1,3,3,1,1,3.13970584560556
"2cf069dd5c00cb96464fdc4ce1e1a7ad",4,5,1,2,4,1,0.423093946350272
"2cfe9e2838db32c720927c5830823a22",4,5,3,3,4,1,0.116475361004683
"2d0c3fd4a3757fa2541381976e0dfc72",4,5,3,3,1,1,2.75548527354484
"2d116ba78974030d3caa1f338b98870b",4,6,2,3,1,1,1.89202398770206
"2d1c44adef1f78d3a985db79c931d81a",4,1,2,3,4,1,0.097002278390907
"2d22b233b1d64ff000151836875232db",4,2,3,3,4,1,0.0860354635845753
"2d2ea5004b146241a74d35f014d31594",4,2,3,3,3,1,0.474164848188636
"2d326726848a1ea61b738f249b8137c5",4,2,3,3,1,1,2.03536139201465
"2d33fd7dff0324d2d5dd13a578ec2868",4,2,3,3,4,1,0.0860354635845753
"2d3a54b046bdc84d8d7c65b146bd3a95",4,2,1,3,,1,
"2d3e07c10af94a47b1785f07ff42dc8d",4,6,2,2,3,1,1.21055746064357
"2d41c34dd3abead9f8e28ff77b5845a4",4,3,3,3,1,1,1.26000187666816
"2d465d195098b81a340827e16c1a5a60",4,2,1,3,1,1,2.6919893083887
"2d48b479e1e1605bf73aa28aaf42243f",4,1,2,3,4,1,0.097002278390907
"2d4db8693fc31086133913f63e445248",4,5,3,3,4,1,0.116475361004683
"2d5500846e7a75b811413f7ee0079eb3",4,4,2,3,3,1,0.961213392302282
"2d556761f96240b97b63f62f3d5e7307",4,2,2,3,4,1,0.062883181445372
"2d56c4a538180fe71a5a7a31c40d59be",4,4,1,3,4,1,0.315604187713311
"2d5cd9ec5a82e390dcae7a5fa37d4c50",4,2,1,3,4,1,0.113791363548805
"2d61ae2305f3b9f06693687e9cf03ed3",4,5,3,3,4,1,0.116475361004683
"2d6456adb15dd91a12a37176c6b0f881",4,2,2,3,2,1,0.603700410242366
"2d6c2f3822e0a1edeacebbb678a0ee1b",4,5,2,2,1,1,5.53128511165317
"2d7154744c324d44721525fa30d79b8b",4,1,2,2,1,1,6.30255888699666
"2d73731a61c7df86294ad0b8b6011932",4,4,1,3,1,1,7.46632321215252
"2d7794c4e13cebc522d05f52ea954cfd",4,5,3,3,1,1,2.75548527354484
"2d7d0a83b6129d159bc93c6772ff5b2b",4,4,1,3,4,1,0.315604187713311
"2d898488c5558a2745f265620984f604",4,5,1,3,4,1,0.154051475942049
"2d8d3df153daeb10ca7fb67870ff263b",4,3,2,3,4,1,0.0389281858950887
"2d957b531b5de8be5102426f91a91978",4,6,2,3,1,1,1.89202398770206
"2d9a3ae608a393020e4a713c9b2096d1",4,5,2,3,4,1,0.0851316533300556
"2da4d5c0ec9c650ce624dfb56a470005",4,3,1,3,1,1,1.66649106829278
"2daa21a6fe0de06b816e84e5e30183ae",4,3,3,3,1,1,1.26000187666816
"2daf0b52e5e2bfcfa092ffd6697bb296",4,6,3,3,4,1,0.109422241354612
"2db3268182c622b1c467d1300894aa00",4,3,2,3,0,1,
"2db9cfaca52eb8094e4065fd57e881db",4,1,2,3,4,1,0.097002278390907
"2dc73d204599d2fbb42249c885bd0a4c",4,6,3,3,2,1,1.05049156987715
"2dcd97597d4ec638cf38c365204ae743",4,5,2,3,,1,
"2dcf681012f83e6189eca8b8738742d9",4,2,3,2,4,1,0.23629169140688
"2de4bc8c0d85700043b7de6c89fff56a",4,6,1,3,1,1,3.42374518081116
"2df40c19afdfe6ea809cea1ae1d286cb",4,5,3,3,,1,
"2df63858252acf7f61c9e2366b70a391",4,6,3,3,4,1,0.109422241354612
"2e03c25615b0fe6570ebda3ef6c76c05",4,4,3,2,2,1,6.29171253643894
"2e152e3a878756f6975624d5f7e40bc5",4,2,3,3,4,1,0.0860354635845753
"2e22cb160693a068103aa8850ed532e2",4,5,3,3,4,1,0.116475361004683
"2e2445546fb337eaad81416bc7c27750",4,2,3,3,2,1,0.82597037025745
"2e25885b75479b36e2ac7472eb8e9215",4,3,3,3,4,1,0.0532607359075815
"2e27f57af7801ca972d5545638856058",4,2,2,3,1,1,1.48764235570306
"2e29c3404d137919a44863eddea5e05b",4,3,3,3,4,1,0.0532607359075815
"2e2f0841d65297603c5af6fee150d254",4,2,1,3,4,1,0.113791363548805
"2e346ecd071a61d24d106ca3333f510d",4,1,1,3,4,1,0.175532173654908
"2e394c4c3e36f35db059c9416b55fd5a",4,4,3,2,4,1,0.655362981900531
"2e3a777100c6eab643e4a4d5ccdfde54",4,4,1,3,1,1,7.46632321215252
"2e4e0c597aaf0f1e4e601670ca3352ac",4,1,2,3,4,1,0.097002278390907
"2e6688cec50186aca9bad8463546f4fc",4,2,3,3,4,1,0.0860354635845753
"2e6762790c6a7803bce02b0fdb0fe5d6",4,5,3,2,4,1,0.319893203480777
"2e88f4adcdd79e8207c2bd074c605ce0",4,5,3,3,4,1,0.116475361004683
"2ea0220e1c4f6663f72b05543fc022c5",4,5,2,3,4,1,0.0851316533300556
"2eaa28a8b816b55e048d8fc65d3029b5",4,1,1,3,4,1,0.175532173654908
"2eaf9794c9794f70200753fcac1a67e0",4,3,2,3,3,1,0.214543823978569
"2eb0a918b453f3da00a7267283284e00",4,2,2,3,4,1,0.062883181445372
"2ebccb368c06f1e533925dc34cacf733",4,4,3,3,4,1,0.238622262290599
"2ecb5f33426882c9ad944afc92f74e66",4,4,1,3,1,1,7.46632321215252
"2ed2fa75cf1c7ac3908ba808f14695be",4,1,3,3,2,1,1.27412459033989
"2eda8d9e14a2ade0887f76274c326fe9",4,6,3,3,4,1,0.109422241354612
"2edc3606fbaf1673978ff3d63fbd9b1b",4,5,3,3,0,1,
"2ee4fc99edf16a4669a6957a8cbce4b0",4,1,3,3,1,1,3.13970584560556
"2ef0433936a8dd0bed266a1b9f0f64ba",4,5,1,3,4,1,0.154051475942049
"2ef466972991096e5702b70c472ff1cd",4,1,1,2,2,1,4.62822691785565
"2ef702d8045dfc40d1bf601771a7f3c5",4,2,3,3,2,1,0.82597037025745
"2efae28aee31f3fdaa4817c2ecf9172c",4,4,3,3,4,1,0.238622262290599
"2efcbc83bfa9473137cb0811eef277dd",4,3,2,3,4,1,0.0389281858950887
